,ID,Name,Report,Date,Year,Version,Link
4,UAHC,INNOVATIVE DESIGNS INC,Attorney Letter with Respect to Current Information - Attorney Letter with Respect to Fiscal Year 2019 Annual Report,07/21/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/292215/content
5,UAHC,INNOVATIVE DESIGNS INC,Annual Report - United American Healthcare Corporation Annual Report - Fiscal Year 2019,07/09/2021,2021,4,https://www.otcmarkets.com/otcapi/company/financial-report/291054/content
6,UAHC,INNOVATIVE DESIGNS INC,Annual Report - UAHC - Annual Report - Fiscal Year 2018,03/27/2019,2019,1,https://www.otcmarkets.com/otcapi/company/financial-report/214543/content
7,UAHC,INNOVATIVE DESIGNS INC,Attorney Letter with Respect to Current Information - Attorney Letter with respect to Annual Report as of 12/31/2017,03/23/2018,2018,1,https://www.otcmarkets.com/otcapi/company/financial-report/189326/content
8,UAHC,INNOVATIVE DESIGNS INC,Annual Report - United American Healthcare Corp - Annual Report as of 12/31/2017,03/23/2018,2018,2,https://www.otcmarkets.com/otcapi/company/financial-report/189325/content
9,UAHC,INNOVATIVE DESIGNS INC,Attorney Letter with Respect to Current Information - Attorney Letter for FY2016 Annual Report,03/21/2017,2017,1,https://www.otcmarkets.com/otcapi/company/financial-report/168026/content
10,UAHC,INNOVATIVE DESIGNS INC,Attorney Letter with Respect to Current Information - Attorney Letter for FY2015 Annual Report,03/21/2017,2017,2,https://www.otcmarkets.com/otcapi/company/financial-report/168025/content
11,UAHC,INNOVATIVE DESIGNS INC,"Annual Report - Annual Report for year-ended December 31, 2016",03/21/2017,2017,3,https://www.otcmarkets.com/otcapi/company/financial-report/168024/content
12,UAHC,INNOVATIVE DESIGNS INC,"Annual Report - Annual Report for year-ended December 31, 2015",03/21/2017,2017,4,https://www.otcmarkets.com/otcapi/company/financial-report/168023/content
0,ZAAG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/31/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/326136/content
1,ZAAG,INNOVATIVE DESIGNS INC,Annual Report - Amended,11/15/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/311589/content
2,ZAAG,INNOVATIVE DESIGNS INC,Annual Report - Amended,10/20/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/307511/content
3,ZAAG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/03/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/300798/content
4,ZAAG,INNOVATIVE DESIGNS INC,Annual Report - OTC Pink Disclosure Statements,01/13/2021,2021,4,https://www.otcmarkets.com/otcapi/company/financial-report/268286/content
5,ZAAG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,01/13/2021,2021,5,https://www.otcmarkets.com/otcapi/company/financial-report/268285/content
6,ZAAG,INNOVATIVE DESIGNS INC,Annual Report - 2019 annual,12/09/2020,2020,1,https://www.otcmarkets.com/otcapi/company/financial-report/266160/content
7,ZAAG,INNOVATIVE DESIGNS INC,Annual Report - OTC Disclosure - Amended,11/25/2019,2019,1,https://www.otcmarkets.com/otcapi/company/financial-report/235740/content
8,ZAAG,INNOVATIVE DESIGNS INC,Annual Report - Financial Statements - Amended,11/25/2019,2019,2,https://www.otcmarkets.com/otcapi/company/financial-report/235739/content
9,ZAAG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,07/10/2019,2019,3,https://www.otcmarkets.com/otcapi/company/financial-report/225074/content
10,ZAAG,INNOVATIVE DESIGNS INC,Annual Report - Financial Statements,07/10/2019,2019,4,https://www.otcmarkets.com/otcapi/company/financial-report/225073/content
11,ZAAG,INNOVATIVE DESIGNS INC,Annual Report - Amended Financial Statements,07/10/2019,2019,5,https://www.otcmarkets.com/otcapi/company/financial-report/225068/content
12,ZAAG,INNOVATIVE DESIGNS INC,Annual Report - UPDATED 2017 Financials,04/09/2018,2018,1,https://www.otcmarkets.com/otcapi/company/financial-report/190428/content
13,ZAAG,INNOVATIVE DESIGNS INC,Annual Report - Amended 2017 Financials,04/02/2018,2018,2,https://www.otcmarkets.com/otcapi/company/financial-report/190039/content
14,ZAAG,INNOVATIVE DESIGNS INC,Annual Report - 2017 Year End Financial Report,03/30/2018,2018,3,https://www.otcmarkets.com/otcapi/company/financial-report/189890/content
15,ZAAG,INNOVATIVE DESIGNS INC,Annual Report - Attorney Letter Year End 2017,03/30/2018,2018,4,https://www.otcmarkets.com/otcapi/company/financial-report/189889/content
16,ZAAG,INNOVATIVE DESIGNS INC,"Semi-Annual Report - ARNH June 30, 2017 Semi-Annual Disclosure Statement and Financials",07/25/2017,2017,1,https://www.otcmarkets.com/otcapi/company/financial-report/176257/content
17,ZAAG,INNOVATIVE DESIGNS INC,"Annual Report - ARNH December 31, 2016 Annual Disclosure Statement and Financials",07/10/2017,2017,2,https://www.otcmarkets.com/otcapi/company/financial-report/175568/content
18,ZAAG,INNOVATIVE DESIGNS INC,"Annual Report - Amended ARNH December 31, 2015 Annual Disclosure Statement & Financials",07/07/2017,2017,3,https://www.otcmarkets.com/otcapi/company/financial-report/175540/content
19,ZAAG,INNOVATIVE DESIGNS INC,Annual Report - ARNH 2015 Annual Report,06/22/2017,2017,4,https://www.otcmarkets.com/otcapi/company/financial-report/174724/content
20,ZAAG,INNOVATIVE DESIGNS INC,Annual Report - Amended Annual Report,04/10/2013,2013,1,https://www.otcmarkets.com/otcapi/company/financial-report/102440/content
21,ZAAG,INNOVATIVE DESIGNS INC,Attorney Letter with Respect to Current Information - Annual Report Legal Opinion,04/09/2013,2013,2,https://www.otcmarkets.com/otcapi/company/financial-report/102403/content
22,ZAAG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/29/2013,2013,3,https://www.otcmarkets.com/otcapi/company/financial-report/101728/content
23,ZAAG,INNOVATIVE DESIGNS INC,Supplemental Information - Ammended 2011 Annual Report,12/07/2012,2012,1,https://www.otcmarkets.com/otcapi/company/financial-report/96274/content
24,ZAAG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,05/01/2012,2012,2,https://www.otcmarkets.com/otcapi/company/financial-report/79938/content
25,ZAAG,INNOVATIVE DESIGNS INC,Annual Report - Diversity Group International 2010 Annual Report,03/31/2011,2011,1,https://www.otcmarkets.com/otcapi/company/financial-report/46990/content
26,ZAAG,INNOVATIVE DESIGNS INC,Annual Report - 2007-2008 Audited Financial Statements,09/14/2010,2010,1,https://www.otcmarkets.com/otcapi/company/financial-report/36552/content
27,ZAAG,INNOVATIVE DESIGNS INC,Annual Report - 2009 Financial Statements,08/05/2010,2010,2,https://www.otcmarkets.com/otcapi/company/financial-report/33292/content
28,ZAAG,INNOVATIVE DESIGNS INC,Annual Report - 2009 Annual Report,08/05/2010,2010,3,https://www.otcmarkets.com/otcapi/company/financial-report/34673/content
0,BCDS,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/04/2023,2023,1,https://www.otcmarkets.com/otcapi/company/financial-report/360887/content
1,BCDS,INNOVATIVE DESIGNS INC,Annual Report - BCDS Annual Report Disclosure ending 12-31-21,10/13/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/348690/content
2,BCDS,INNOVATIVE DESIGNS INC,Annual Report - BCDS Annual Report Disclosure ending 12-31-20,10/13/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/348689/content
3,BCDS,INNOVATIVE DESIGNS INC,Annual Report - MAXE Annual Financial Report March 31 2019,11/21/2019,2019,1,https://www.otcmarkets.com/otcapi/company/financial-report/235489/content
4,BCDS,INNOVATIVE DESIGNS INC,Annual Report - MAXE Annual Financial Report March 31 2018,11/21/2019,2019,2,https://www.otcmarkets.com/otcapi/company/financial-report/235488/content
5,BCDS,INNOVATIVE DESIGNS INC,Annual Report - MAXEMarch 31 2017,11/21/2019,2019,3,https://www.otcmarkets.com/otcapi/company/financial-report/235487/content
0,UTRX,INNOVATIVE DESIGNS INC,"Annual Report - Annual Disclosure Statement for Period End Date June 30, 2022",09/30/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/348053/content
1,UTRX,INNOVATIVE DESIGNS INC,"Annual Report - Annual Disclosure Statement with Respect to Period Ending June 30, 2021",08/27/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/299011/content
